epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,2048.81,0.74709,0.40515,1.01494,0.98862,0.9798,0.98908,0.80404,0.88583,0.35425,1.01245,0.00703,0.00703,0.00703
56,2084.38,0.7497,0.40542,1.01973,0.98743,0.94444,0.98992,0.80576,0.8715,0.3858,1.02436,0.006975,0.006975,0.006975
57,2120.85,0.74174,0.40475,1.01655,0.9823,0.9596,0.98598,0.81249,0.82118,0.35162,0.98034,0.00692,0.00692,0.00692
58,2156.39,0.74704,0.40609,1.01548,0.98833,0.95455,0.98297,0.79774,0.8333,0.3799,0.9826,0.006865,0.006865,0.006865
59,2192.64,0.72971,0.40249,1.01341,0.99374,0.9697,0.98746,0.81043,0.82714,0.37414,0.98196,0.00681,0.00681,0.00681
60,2229.25,0.73616,0.40065,1.01479,0.97429,0.94949,0.98222,0.79007,0.82698,0.40182,0.98063,0.006755,0.006755,0.006755
61,2265.79,0.73652,0.3961,1.01445,0.93784,0.92929,0.9613,0.77557,0.85207,0.54498,0.99651,0.0067,0.0067,0.0067
62,2302.38,0.7351,0.40294,1.01561,0.99484,0.97364,0.9913,0.8196,0.82111,0.3712,0.9802,0.006645,0.006645,0.006645
63,2339.06,0.71586,0.38861,1.0057,0.99481,0.96873,0.98187,0.8202,0.85269,0.40386,0.9976,0.00659,0.00659,0.00659
64,2377.48,0.70983,0.38537,1.00029,0.99415,0.9697,0.99075,0.81373,0.84311,0.34458,1.01542,0.006535,0.006535,0.006535
65,2413.69,0.72199,0.38897,1.00391,0.99072,0.96465,0.98743,0.80308,0.83156,0.4247,0.9983,0.00648,0.00648,0.00648
66,2450.37,0.71512,0.39052,1.00462,0.98958,0.95917,0.99042,0.81568,0.85073,0.42961,0.97525,0.006425,0.006425,0.006425
67,2486.17,0.71085,0.38106,1.00283,0.98967,0.96802,0.98558,0.81146,0.8345,0.39673,0.99418,0.00637,0.00637,0.00637
68,2523.21,0.70624,0.38145,1.0055,0.98969,0.96916,0.98625,0.81832,0.8321,0.38383,1.00628,0.006315,0.006315,0.006315
69,2561.76,0.70461,0.38228,0.99961,0.99479,0.96404,0.99118,0.8218,0.83247,0.39193,1.00131,0.00626,0.00626,0.00626
70,2598.39,0.7066,0.37983,1.0038,0.98827,0.9697,0.99207,0.81084,0.82427,0.3308,0.98788,0.006205,0.006205,0.006205
71,2633.88,0.69312,0.37475,0.99409,0.99388,0.97475,0.98886,0.81208,0.82599,0.33966,0.99181,0.00615,0.00615,0.00615
72,2669.66,0.70329,0.38,0.99992,0.99308,0.9697,0.98877,0.82399,0.7974,0.34264,0.98001,0.006095,0.006095,0.006095
73,2705.67,0.70393,0.38356,1.00204,0.99367,0.96465,0.98961,0.81971,0.83682,0.40048,0.99476,0.00604,0.00604,0.00604
74,2741.66,0.7007,0.38151,1.00125,0.98788,0.9596,0.98214,0.80245,0.80759,0.3939,0.96623,0.005985,0.005985,0.005985
75,2778.59,0.68935,0.37328,0.98974,0.97832,0.97475,0.98968,0.82846,0.82855,0.34454,0.99211,0.00593,0.00593,0.00593
76,2818.6,0.68999,0.37398,0.99025,0.99359,0.9596,0.98699,0.80822,0.8488,0.44585,1.01124,0.005875,0.005875,0.005875
77,2857.19,0.69136,0.37314,0.99594,0.97486,0.97932,0.98697,0.81779,0.81697,0.34723,0.98579,0.00582,0.00582,0.00582
78,2895.04,0.69056,0.37482,0.99184,0.98973,0.97362,0.98808,0.82051,0.80941,0.31982,0.97992,0.005765,0.005765,0.005765
79,2930.99,0.68352,0.37212,0.98827,0.98336,0.9697,0.99019,0.82643,0.80497,0.32762,0.97824,0.00571,0.00571,0.00571
80,2967.71,0.68272,0.36985,0.9886,0.99903,0.96465,0.98227,0.81586,0.81182,0.34547,0.98163,0.005655,0.005655,0.005655
81,3004.83,0.66782,0.36192,0.98789,0.998,0.96465,0.98648,0.81856,0.81337,0.34464,0.98989,0.0056,0.0056,0.0056
82,3042.23,0.66917,0.36145,0.98758,0.99325,0.96465,0.98572,0.82376,0.81494,0.3463,0.98944,0.005545,0.005545,0.005545
83,3078.82,0.66572,0.35713,0.98125,0.99434,0.95455,0.98529,0.81956,0.7953,0.36348,0.95725,0.00549,0.00549,0.00549
84,3116.45,0.66642,0.35858,0.97453,0.98965,0.96609,0.98774,0.82197,0.85484,0.38485,1.00616,0.005435,0.005435,0.005435
85,3156.33,0.67427,0.36095,0.98401,0.99475,0.95745,0.98736,0.82376,0.84673,0.36549,0.99103,0.00538,0.00538,0.00538
86,3192.69,0.6698,0.36171,0.97726,0.99384,0.9596,0.98784,0.82332,0.85588,0.36717,1.00643,0.005325,0.005325,0.005325
87,3230.08,0.65979,0.35811,0.97864,0.9948,0.96591,0.98811,0.8197,0.84324,0.37303,1.00134,0.00527,0.00527,0.00527
88,3265.64,0.65974,0.35467,0.97628,0.99317,0.9697,0.98959,0.82391,0.84524,0.35652,1.00498,0.005215,0.005215,0.005215
89,3301.52,0.65189,0.3503,0.97231,0.99869,0.96465,0.98755,0.82732,0.83698,0.40719,1.00663,0.00516,0.00516,0.00516
90,3339.47,0.66548,0.35723,0.97816,1,0.9639,0.98769,0.82733,0.83199,0.42703,0.98761,0.005105,0.005105,0.005105
91,3376.4,0.65249,0.35051,0.97301,0.99413,0.96465,0.98776,0.81971,0.83222,0.37944,0.98484,0.00505,0.00505,0.00505
92,3413.7,0.65798,0.35088,0.97413,0.9986,0.9596,0.98699,0.82875,0.82407,0.38725,0.98884,0.004995,0.004995,0.004995
93,3449.32,0.65819,0.35334,0.98024,0.9943,0.96465,0.98693,0.82399,0.84389,0.38496,1.01129,0.00494,0.00494,0.00494
94,3485.23,0.65578,0.34821,0.97625,0.98742,0.9798,0.98666,0.81498,0.82629,0.35072,0.99241,0.004885,0.004885,0.004885
95,3522.28,0.64592,0.35216,0.97291,0.99441,0.96465,0.9872,0.82301,0.83647,0.35854,0.9878,0.00483,0.00483,0.00483
96,3560.75,0.63859,0.34808,0.9625,0.98967,0.9697,0.98752,0.81319,0.83875,0.34318,0.98134,0.004775,0.004775,0.004775
97,3599.34,0.64283,0.34635,0.96155,0.99136,0.9697,0.98786,0.81757,0.8459,0.34483,0.98918,0.00472,0.00472,0.00472
98,3636.47,0.63958,0.33837,0.97139,0.98494,0.96465,0.98593,0.82098,0.82889,0.37491,0.99279,0.004665,0.004665,0.004665
99,3673.2,0.62972,0.33817,0.9663,0.99354,0.9697,0.98423,0.81448,0.82608,0.39185,0.9946,0.00461,0.00461,0.00461
100,3710.57,0.6352,0.34337,0.97286,0.99362,0.9697,0.98695,0.81896,0.81996,0.38624,0.9942,0.004555,0.004555,0.004555
101,3747.32,0.63623,0.34362,0.97042,0.99854,0.9697,0.98938,0.82395,0.81984,0.35192,0.98648,0.0045,0.0045,0.0045
102,3785.61,0.62787,0.34089,0.96201,0.99913,0.9697,0.98726,0.82445,0.8231,0.35233,0.98819,0.004445,0.004445,0.004445
103,3823.82,0.61943,0.33425,0.96416,1,0.97419,0.99038,0.82641,0.8289,0.3558,0.99009,0.00439,0.00439,0.00439
104,3860.04,0.62352,0.3352,0.96101,1,0.97425,0.98775,0.82538,0.8229,0.33051,0.988,0.004335,0.004335,0.004335
105,3896.08,0.61801,0.33201,0.95736,0.99931,0.97475,0.9911,0.82724,0.82099,0.31498,0.98774,0.00428,0.00428,0.00428
106,3932.04,0.62614,0.33252,0.96446,0.99415,0.9798,0.99093,0.82483,0.82146,0.3115,0.98974,0.004225,0.004225,0.004225
107,3969.17,0.62047,0.32945,0.96194,0.99915,0.9697,0.99101,0.82582,0.83002,0.31679,0.98574,0.00417,0.00417,0.00417
108,4007.89,0.61777,0.33226,0.95708,0.98476,0.97877,0.9882,0.8239,0.8308,0.32561,0.98307,0.004115,0.004115,0.004115
109,4045.87,0.60945,0.32391,0.95306,0.99119,0.97475,0.98871,0.83123,0.80329,0.31076,0.96384,0.00406,0.00406,0.00406
110,4083.19,0.61144,0.32736,0.95687,0.99483,0.97256,0.98436,0.82577,0.81256,0.32207,0.97182,0.004005,0.004005,0.004005
111,4122.38,0.61415,0.33258,0.95908,0.99805,0.9697,0.98428,0.82335,0.81096,0.33119,0.97399,0.00395,0.00395,0.00395
112,4160.25,0.60687,0.32474,0.9551,1,0.96457,0.9878,0.82705,0.81318,0.33355,0.97435,0.003895,0.003895,0.003895
113,4197.39,0.61603,0.33056,0.96232,1,0.96449,0.98783,0.82104,0.81831,0.34426,0.9758,0.00384,0.00384,0.00384
114,4236.22,0.59592,0.31885,0.94972,1,0.96461,0.98707,0.82596,0.81758,0.34799,0.97522,0.003785,0.003785,0.003785
115,4272.57,0.60997,0.32572,0.95393,1,0.96424,0.98665,0.8285,0.81306,0.33477,0.97636,0.00373,0.00373,0.00373
116,4308.34,0.60883,0.32253,0.95662,1,0.96299,0.98401,0.82686,0.82362,0.33667,0.98242,0.003675,0.003675,0.003675
117,4346.53,0.59852,0.32028,0.95447,0.99425,0.96465,0.98422,0.82552,0.82438,0.34359,0.98157,0.00362,0.00362,0.00362
118,4383.3,0.5893,0.31889,0.94955,0.99479,0.96361,0.98785,0.82536,0.82494,0.34297,0.98188,0.003565,0.003565,0.003565
119,4420.61,0.59691,0.32097,0.95288,0.99479,0.964,0.9849,0.82161,0.82202,0.33892,0.9796,0.00351,0.00351,0.00351
120,4457.98,0.58796,0.31753,0.94686,0.99481,0.96895,0.98659,0.82356,0.82607,0.33951,0.97876,0.003455,0.003455,0.003455
121,4496.25,0.59118,0.31987,0.95097,0.99945,0.9697,0.98686,0.81974,0.81935,0.34317,0.97598,0.0034,0.0034,0.0034
122,4533.85,0.58861,0.31583,0.94866,1,0.96429,0.98728,0.82244,0.81841,0.34176,0.97558,0.003345,0.003345,0.003345
123,4570.95,0.58326,0.31103,0.94537,1,0.9642,0.98757,0.8207,0.81762,0.34242,0.97484,0.00329,0.00329,0.00329
124,4609.33,0.58964,0.31357,0.9472,1,0.96426,0.98687,0.81955,0.82071,0.33572,0.97799,0.003235,0.003235,0.003235
125,4646.88,0.58643,0.31749,0.95201,1,0.96426,0.98653,0.8232,0.81731,0.34142,0.97889,0.00318,0.00318,0.00318
126,4687.32,0.5848,0.31141,0.9426,1,0.96839,0.98658,0.81921,0.82445,0.34547,0.98344,0.003125,0.003125,0.003125
127,4725.13,0.5707,0.30769,0.93718,0.99929,0.96465,0.98641,0.8222,0.81892,0.34009,0.97943,0.00307,0.00307,0.00307
128,4760.92,0.58233,0.30851,0.94262,0.99925,0.96465,0.9876,0.82278,0.82033,0.3365,0.98015,0.003015,0.003015,0.003015
129,4797.76,0.57342,0.30817,0.94037,0.99891,0.96465,0.98776,0.82212,0.8171,0.33991,0.98049,0.00296,0.00296,0.00296
130,4835.66,0.56889,0.30443,0.93938,0.99841,0.96465,0.98816,0.82215,0.81917,0.34065,0.98027,0.002905,0.002905,0.002905
131,4873.89,0.56781,0.30621,0.93983,0.99479,0.96428,0.98829,0.82478,0.81622,0.3459,0.97555,0.00285,0.00285,0.00285
132,4912.42,0.57224,0.30701,0.94119,0.99479,0.96396,0.98788,0.82478,0.81727,0.35885,0.9768,0.002795,0.002795,0.002795
133,4949.85,0.57025,0.30483,0.93708,0.99428,0.96465,0.98776,0.82696,0.81464,0.35651,0.97396,0.00274,0.00274,0.00274
134,4987.37,0.56437,0.30193,0.93838,0.99481,0.96746,0.98803,0.82551,0.81658,0.3496,0.97556,0.002685,0.002685,0.002685
135,5023.87,0.55963,0.30026,0.93401,0.98468,0.9736,0.98838,0.82695,0.81401,0.34522,0.97418,0.00263,0.00263,0.00263
136,5062.42,0.56075,0.3029,0.93882,0.99395,0.96465,0.98825,0.826,0.81328,0.34918,0.97473,0.002575,0.002575,0.002575
137,5098.81,0.56241,0.30276,0.94135,0.99425,0.96465,0.98824,0.82461,0.81339,0.34948,0.97688,0.00252,0.00252,0.00252
138,5135.62,0.55597,0.29769,0.93577,1,0.96394,0.98828,0.82481,0.81609,0.35506,0.97814,0.002465,0.002465,0.002465
139,5171.93,0.55307,0.29548,0.93328,0.99924,0.96465,0.98812,0.82657,0.81802,0.35919,0.98119,0.00241,0.00241,0.00241
140,5209.95,0.54869,0.291,0.93289,0.99923,0.96465,0.98815,0.8283,0.81623,0.36007,0.98225,0.002355,0.002355,0.002355
141,5246.13,0.54557,0.29077,0.93264,0.9993,0.96465,0.98819,0.82394,0.82187,0.3625,0.98587,0.0023,0.0023,0.0023
142,5283.4,0.54984,0.29404,0.93133,0.99935,0.96465,0.98814,0.82764,0.82531,0.36552,0.98994,0.002245,0.002245,0.002245
143,5321.27,0.54742,0.29225,0.92903,1,0.96908,0.98844,0.83098,0.82176,0.36087,0.987,0.00219,0.00219,0.00219
144,5361.06,0.53906,0.28735,0.92587,1,0.96913,0.98866,0.83256,0.82511,0.35742,0.98825,0.002135,0.002135,0.002135
145,5398.55,0.54067,0.2898,0.92725,1,0.96919,0.98877,0.83161,0.82667,0.36001,0.98809,0.00208,0.00208,0.00208
146,5438,0.53896,0.28613,0.92204,1,0.96922,0.98872,0.83232,0.82982,0.36725,0.98986,0.002025,0.002025,0.002025
147,5476.35,0.53494,0.28295,0.92858,1,0.96911,0.98866,0.83072,0.83213,0.37063,0.99092,0.00197,0.00197,0.00197
148,5513.54,0.53499,0.28823,0.92105,0.9994,0.96465,0.99108,0.83105,0.83315,0.38016,0.99328,0.001915,0.001915,0.001915
149,5551.64,0.53239,0.28559,0.92381,0.9995,0.96465,0.99116,0.83076,0.83542,0.38415,0.99721,0.00186,0.00186,0.00186
150,5588.97,0.52968,0.28265,0.92274,0.99951,0.96465,0.9911,0.82979,0.83552,0.37628,0.99525,0.001805,0.001805,0.001805
151,5624.92,0.53513,0.29133,0.9235,0.99484,0.97384,0.99116,0.82902,0.83555,0.37937,0.99735,0.00175,0.00175,0.00175
152,5662.31,0.5276,0.28651,0.9263,1,0.96907,0.99102,0.83064,0.83665,0.38069,0.99868,0.001695,0.001695,0.001695
153,5698.88,0.52673,0.28385,0.92097,1,0.96918,0.99111,0.83175,0.83722,0.37129,0.99831,0.00164,0.00164,0.00164
154,5734.83,0.52364,0.28316,0.9218,1,0.96924,0.99118,0.83218,0.83847,0.36901,0.99935,0.001585,0.001585,0.001585
155,5772.23,0.51589,0.2812,0.91976,1,0.96925,0.99102,0.83396,0.84011,0.37666,1.00299,0.00153,0.00153,0.00153
156,5809.62,0.52171,0.28015,0.92643,1,0.96924,0.99095,0.83236,0.8376,0.37425,0.99986,0.001475,0.001475,0.001475
157,5849.51,0.5158,0.27689,0.92209,1,0.97458,0.99087,0.83145,0.8327,0.36795,0.99663,0.00142,0.00142,0.00142
158,5887.83,0.5226,0.27968,0.92517,0.99986,0.97475,0.99076,0.82953,0.83167,0.36837,0.99439,0.001365,0.001365,0.001365
159,5924.53,0.51481,0.27635,0.92005,1,0.97456,0.99063,0.83116,0.82835,0.36877,0.9906,0.00131,0.00131,0.00131
160,5963.73,0.50825,0.27447,0.91926,0.99844,0.97475,0.99095,0.83168,0.82495,0.36104,0.98609,0.001255,0.001255,0.001255
161,6002.32,0.51163,0.27096,0.91829,1,0.97433,0.98885,0.82972,0.82463,0.35239,0.98472,0.0012,0.0012,0.0012
162,6040.82,0.50183,0.26787,0.91286,1,0.9736,0.9887,0.82955,0.82681,0.35581,0.98591,0.001145,0.001145,0.001145
163,6079.76,0.50288,0.27289,0.91868,1,0.97353,0.98876,0.83066,0.82767,0.35465,0.98638,0.00109,0.00109,0.00109
164,6120.43,0.49756,0.26755,0.9126,1,0.96922,0.98877,0.83134,0.82463,0.35285,0.98477,0.001035,0.001035,0.001035
165,6156.28,0.49706,0.26325,0.91585,1,0.97234,0.98882,0.83056,0.82495,0.34933,0.98515,0.00098,0.00098,0.00098
166,6194.33,0.5032,0.26919,0.91689,1,0.97339,0.98896,0.83131,0.82534,0.34755,0.98555,0.000925,0.000925,0.000925
167,6230.8,0.50214,0.27219,0.91711,0.99975,0.97475,0.98898,0.83179,0.82483,0.34729,0.98547,0.00087,0.00087,0.00087
168,6267.42,0.49281,0.26624,0.91187,1,0.96881,0.98893,0.83157,0.82303,0.3486,0.98447,0.000815,0.000815,0.000815
169,6305.68,0.49683,0.26414,0.91223,1,0.9688,0.98886,0.83288,0.82338,0.34912,0.98417,0.00076,0.00076,0.00076
170,6342.98,0.48977,0.26377,0.91149,1,0.96882,0.98878,0.8327,0.82438,0.35081,0.98509,0.000705,0.000705,0.000705
