epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,1678.1,0.74601,0.43819,1.03712,0.92641,0.94355,0.97823,0.80123,0.80599,0.47407,0.96117,0.000759318,0.000759318,0.000759318
46,1715.4,0.7466,0.43073,1.03628,0.96273,0.92397,0.97726,0.79918,0.79299,0.47275,0.9702,0.000738689,0.000738689,0.000738689
47,1753.39,0.73616,0.43395,1.03389,0.95802,0.91552,0.97948,0.79524,0.79885,0.44029,0.95602,0.00071806,0.00071806,0.00071806
48,1792.09,0.73762,0.43411,1.03068,0.95689,0.91839,0.96247,0.78222,0.78666,0.45286,0.95428,0.000697431,0.000697431,0.000697431
49,1829.61,0.72999,0.43034,1.02293,0.96801,0.92873,0.97393,0.8007,0.77959,0.45293,0.95835,0.000676802,0.000676802,0.000676802
50,1866.73,0.73325,0.43291,1.03135,0.95138,0.933,0.97561,0.80211,0.81839,0.46907,0.96395,0.000656173,0.000656173,0.000656173
51,1902.69,0.73048,0.43058,1.02381,0.965,0.94328,0.9777,0.79567,0.77947,0.46603,0.94873,0.000635544,0.000635544,0.000635544
52,1939.21,0.7332,0.42741,1.02976,0.96663,0.92707,0.9713,0.78872,0.79895,0.46589,0.94915,0.000614915,0.000614915,0.000614915
53,1976.05,0.7179,0.42188,1.02276,0.96606,0.91058,0.97061,0.79698,0.80911,0.53178,0.95895,0.000594286,0.000594286,0.000594286
54,2012.32,0.70928,0.41685,1.01827,0.9747,0.92959,0.97583,0.79768,0.79455,0.44078,0.954,0.000573656,0.000573656,0.000573656
55,2049.71,0.72099,0.41781,1.02471,0.97939,0.92216,0.9757,0.81136,0.76115,0.44688,0.94964,0.000553027,0.000553027,0.000553027
56,2086.89,0.71385,0.41673,1.02099,0.95837,0.90976,0.97946,0.80368,0.76807,0.42168,0.94943,0.000532398,0.000532398,0.000532398
57,2122.46,0.70934,0.41852,1.01228,0.98321,0.90976,0.98027,0.80062,0.76173,0.3902,0.93358,0.000511769,0.000511769,0.000511769
58,2158.72,0.69517,0.39753,1.0052,0.97226,0.92061,0.97896,0.79811,0.79768,0.41763,0.95394,0.00049114,0.00049114,0.00049114
59,2195.82,0.68377,0.40837,1.00726,0.96713,0.94863,0.97994,0.80632,0.78795,0.37799,0.96308,0.000470511,0.000470511,0.000470511
60,2232.36,0.6901,0.39615,1.00956,0.97624,0.92946,0.9812,0.80793,0.78104,0.3787,0.96637,0.000449882,0.000449882,0.000449882
61,2271.45,0.68884,0.40059,1.00736,0.95913,0.93835,0.98074,0.81167,0.76313,0.4259,0.94018,0.000429253,0.000429253,0.000429253
62,2308.13,0.68256,0.39281,1.00948,0.96305,0.93424,0.98039,0.79539,0.7811,0.3951,0.94636,0.000408623,0.000408623,0.000408623
63,2344.54,0.68756,0.39326,1.00778,0.96299,0.91069,0.96076,0.7847,0.79901,0.44759,0.96609,0.000387994,0.000387994,0.000387994
64,2382.53,0.67887,0.39181,1.00058,0.97326,0.95215,0.98306,0.81134,0.77319,0.38251,0.94692,0.000367365,0.000367365,0.000367365
65,2419.16,0.67763,0.3873,0.99968,0.96067,0.93403,0.9798,0.81152,0.779,0.38887,0.94811,0.000346736,0.000346736,0.000346736
66,2455.19,0.66517,0.37786,0.99759,0.96423,0.92999,0.97978,0.80899,0.78829,0.43539,0.96101,0.000326107,0.000326107,0.000326107
67,2491.64,0.66562,0.38689,1.00013,0.96339,0.93485,0.97678,0.80115,0.79536,0.46641,0.9604,0.000305478,0.000305478,0.000305478
68,2527.36,0.66732,0.38485,1.00119,0.96299,0.93114,0.97852,0.79926,0.77613,0.42491,0.95097,0.000284849,0.000284849,0.000284849
69,2563.5,0.66815,0.38435,0.99902,0.97438,0.93417,0.97951,0.79495,0.78395,0.41599,0.95555,0.00026422,0.00026422,0.00026422
70,2600,0.65477,0.37591,0.9944,0.97308,0.92918,0.97998,0.80599,0.76788,0.4103,0.9464,0.00024359,0.00024359,0.00024359
71,2638.34,0.63376,0.3365,0.98643,0.9569,0.93606,0.97013,0.79407,0.79842,0.44407,0.96215,0.000222961,0.000222961,0.000222961
72,2674.32,0.60673,0.31144,0.97099,0.9541,0.92959,0.98061,0.81276,0.78119,0.39409,0.95082,0.000202332,0.000202332,0.000202332
73,2709.88,0.59626,0.31252,0.96828,0.96591,0.92641,0.98149,0.81083,0.78044,0.39985,0.94887,0.000181703,0.000181703,0.000181703
74,2747.03,0.5896,0.30114,0.96474,0.97354,0.92802,0.9798,0.81489,0.78299,0.4287,0.9519,0.000161074,0.000161074,0.000161074
75,2781.98,0.58512,0.30341,0.96728,0.97136,0.927,0.97608,0.81333,0.78425,0.44966,0.95613,0.000140445,0.000140445,0.000140445
76,2817.88,0.58461,0.30457,0.96411,0.9679,0.92566,0.97918,0.81543,0.77294,0.41651,0.94569,0.000119816,0.000119816,0.000119816
77,2853.13,0.56592,0.29018,0.95191,0.96202,0.92432,0.98043,0.81413,0.76811,0.41014,0.94324,9.91865e-05,9.91865e-05,9.91865e-05
78,2888.62,0.5743,0.29724,0.95796,0.96807,0.92925,0.98139,0.81734,0.77824,0.41932,0.94915,7.85574e-05,7.85574e-05,7.85574e-05
79,2923.54,0.56739,0.29275,0.95465,0.96442,0.92918,0.98143,0.81781,0.78142,0.41799,0.95006,5.79283e-05,5.79283e-05,5.79283e-05
80,2959.44,0.5679,0.29414,0.9567,0.96214,0.93578,0.98208,0.81961,0.78356,0.41393,0.95304,3.72991e-05,3.72991e-05,3.72991e-05
