epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
165,6056.46,0.63115,0.34175,0.97511,0.98964,0.97475,0.99174,0.84454,0.79751,0.35156,0.96706,0.003235,0.003235,0.003235
166,6092.16,0.63173,0.33917,0.9765,0.98962,0.97475,0.99179,0.8436,0.7973,0.35224,0.96722,0.00319375,0.00319375,0.00319375
167,6128.11,0.62516,0.33622,0.97485,0.98959,0.97475,0.99178,0.84283,0.79781,0.35109,0.96707,0.0031525,0.0031525,0.0031525
168,6162.87,0.62498,0.33326,0.97324,0.98959,0.97475,0.99105,0.84342,0.79651,0.35544,0.96659,0.00311125,0.00311125,0.00311125
169,6198.7,0.63068,0.33978,0.97607,0.98952,0.97475,0.99103,0.84533,0.796,0.35675,0.96708,0.00307,0.00307,0.00307
170,6234.46,0.62248,0.33478,0.97628,0.98974,0.97453,0.99139,0.84384,0.79695,0.3612,0.96769,0.00302875,0.00302875,0.00302875
171,6270.14,0.61864,0.33485,0.97335,0.98973,0.97475,0.99142,0.84504,0.79746,0.35956,0.96759,0.0029875,0.0029875,0.0029875
172,6307.26,0.62176,0.33602,0.96811,0.98974,0.97458,0.99132,0.84227,0.797,0.36422,0.9675,0.00294625,0.00294625,0.00294625
173,6343.5,0.61352,0.33316,0.96664,0.98974,0.97425,0.99081,0.83993,0.79832,0.36885,0.96817,0.002905,0.002905,0.002905
174,6379.86,0.61673,0.32678,0.96385,0.98974,0.97414,0.98984,0.83879,0.79853,0.37022,0.96806,0.00286375,0.00286375,0.00286375
175,6415.58,0.61898,0.33015,0.96552,0.98974,0.97406,0.98897,0.83799,0.79834,0.37046,0.968,0.0028225,0.0028225,0.0028225
176,6519.99,0.61096,0.32955,0.9716,0.98974,0.97411,0.98865,0.84104,0.79731,0.36957,0.96813,0.00278125,0.00278125,0.00278125
177,6766.58,0.61199,0.33248,0.97447,0.98974,0.97401,0.98867,0.83981,0.79667,0.36939,0.96793,0.00274,0.00274,0.00274
178,7214.82,0.61416,0.32769,0.97401,0.98779,0.81738,0.87815,0.73911,0.79773,0.3705,0.9688,0.00269875,0.00269875,0.00269875
179,8597.89,0.60696,0.32831,0.97001,0.98973,0.9738,0.9885,0.83933,0.79683,0.369,0.96814,0.0026575,0.0026575,0.0026575
